Customer_ID,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_42,Feature_47,Feature_48,Feature_49,Feature_50
101,1.1276070078974718,39.53392324225694,61.87785005492805,15.212851038408388,9.299331666398718,3.619148640055776,0.9331285678496596,29.087875729275705,43.04098549049141,8.219901533826013,11.452621732904133,19.241130076865687,7.008128471347618,49.51862951396585,18.23253192446034,19.496252124032303,0.8408243486542735,3.5369464694381305,9.67035791296064,2.739540838326546
102,10.309513359600963,65.3074779506504,10.469892857467986,10.271332014285536,9.84859114328914,23.35480230961036,7.2577123072328575,9.170769209212638,45.16526104047548,38.81434992606897,39.916581351056514,20.394402078544204,18.08223221541272,38.82768680166873,17.165606446254788,37.81486598459112,0.6795066885306964,41.35218764779675,39.92483250689806,52.46186560681674
103,7.566742945308947,6.105631548591175,77.58568360628358,14.809492484589873,16.504748610138055,21.562642533673376,2.102366011438584,6.40047761983657,9.37558189249186,17.213616027917322,29.512221723856698,25.407299974654784,5.988954051440167,53.30646667623699,4.714906724200587,2.289467740672375,1.444537794066406,27.989106797186597,39.87607480955212,38.02090182710968
104,0.746207650156891,61.0140394703657,36.30316331069114,16.10510782460638,15.926031480460502,8.255817644795163,10.324072762100798,29.033944036083977,36.00328381918084,16.43165002802765,24.65938776313936,23.09132199910841,37.38407547771995,80.84865453336121,25.586422963303477,37.23994478850336,6.96922300337306,11.986970875463744,6.531537965158267,14.549827398229496
105,3.310599236414979,26.47729996869208,18.88403706771712,14.733545989377784,22.79888785515033,24.77273571763365,7.171106891377443,21.69949032167476,7.985890854383446,8.27517719021544,4.883536645393168,36.72784789897168,14.526853350990011,31.87959166467602,8.956509554741574,2.020295695312262,11.145161054465907,24.603952557040262,30.51283824200469,7.925310733036118
106,7.789892975098097,23.83500796423081,5.879739786401013,11.999325224282442,2.9530686574448803,21.45521995280477,9.523188908916946,10.260654690249288,44.331130075713695,31.387045724475296,19.67044392748272,2.1283647002276647,6.487309383379599,63.86304876335552,16.390948952992236,21.89218976458737,5.960921136071814,4.598259374897747,62.289790295405744,27.60392618150389
107,0.7408566161564887,72.33251258729415,13.58063240700326,0.3960105402491228,2.394521935835826,17.323979031711033,0.5834206084333797,24.497485668892804,38.76035421976123,66.65840586146872,20.25576393288476,35.832634073339534,1.0688059160415369,78.71182500053243,9.381045066608053,35.61763792004343,10.115345789474366,40.56514008991851,62.4992144056102,60.27566142204185
108,6.403875061939006,14.863572649809768,41.58191588448141,15.850666107931076,16.659792793961046,3.165809689257145,1.187088224641245,26.89890668785214,56.44026264392402,24.32686877133885,38.04079881899748,36.288758342304135,27.124540224032337,40.126176266874445,4.416335978989873,10.508837742452112,5.350639438317694,7.34096949110137,7.244349539136713,62.30120826247376
109,3.804713626482524,51.29635162087839,26.960254114502906,4.54799839885343,13.30289909114741,12.43408459924988,10.028527432877553,20.29428193125737,4.0685229650288495,27.486720965925198,24.052521688262694,12.251044925831316,26.749897333099216,39.02411360160756,20.775403997427308,18.88993995780634,8.503002549213903,27.217273358318995,6.622624440591652,43.40493938848582
110,6.830070695442248,60.78661387273012,66.31066927060876,17.34955116157412,6.305695330875535,13.158796426015522,1.0091807039814271,22.7001756260372,3.366228547924005,56.55536987517328,16.737624154698025,19.90263406568158,14.30537499641425,52.9862947112206,1.7929571491558265,12.973155165478666,8.78247284743801,10.30908742663508,19.17676982114128,52.38262276057027
