Customer_ID,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6
101,1.1276070078974718,39.53392324225694,61.87785005492805,15.212851038408388,9.299331666398718,3.619148640055776
102,10.309513359600963,65.3074779506504,10.469892857467986,10.271332014285536,9.84859114328914,23.35480230961036
103,7.566742945308947,6.105631548591175,77.58568360628358,14.809492484589873,16.504748610138055,21.562642533673376
104,0.746207650156891,61.0140394703657,36.30316331069114,16.10510782460638,15.926031480460502,8.255817644795163
105,3.310599236414979,26.47729996869208,18.88403706771712,14.733545989377784,22.79888785515033,24.77273571763365
106,7.789892975098097,23.83500796423081,5.879739786401013,11.999325224282442,2.9530686574448803,21.45521995280477
107,0.7408566161564887,72.33251258729415,13.58063240700326,0.3960105402491228,2.394521935835826,17.323979031711033
108,6.403875061939006,14.863572649809768,41.58191588448141,15.850666107931076,16.659792793961046,3.165809689257145
109,3.804713626482524,51.29635162087839,26.960254114502906,4.54799839885343,13.30289909114741,12.43408459924988
110,6.830070695442248,60.78661387273012,66.31066927060876,17.34955116157412,6.305695330875535,13.158796426015522
111,0.5031623719376414,3.047578650666104,34.47100189294447,20.502296853917382,1.826645486746692,6.046335317499882
112,9.58690486767614,49.6085239182265,19.897141807010392,13.51202334653002,1.9701397407179024,2.0791002533418506
113,10.708378660951366,70.4146981022942,49.371598928322406,14.643818954452934,20.56639011727472,20.19481439226401
114,10.657656408142609,9.192277537876391,56.54217735083567,25.68992111098176,4.412948468531087,3.1729113552342705
115,8.246170149172173,66.32037639869283,13.363352632075989,22.873518757059504,7.437545928656977,15.451559514606142
116,1.4309486414369517,44.01347116589327,13.409537303065411,24.68438593068969,5.2130972512207245,24.347678520975176
117,8.340895155219249,45.62873905782308,2.9337141546834378,21.971689784628836,8.164915034134559,22.778735007549106
118,0.2704560810468166,45.35786894005484,58.91216120525124,2.940795229861749,1.5967483831601474,7.221568217480789
119,0.2433590668189698,22.113855588961226,53.10436220974441,4.0227801111952575,11.938375190890218,22.1376645763329
120,3.559712410644954,69.20493433216002,37.97047005998511,14.21884252626191,1.5550889626209428,0.0086451591327245
